size,agent,task_per_agent,seed,phi,scheduler,window,bound,sort,mlabel,skip,task_bound,reserve_all,task_num,task_success,success_rate,reserve,time_ms
33x46,180,10,4,0.25,flex,0,True,True,True,True,True,False,1800,1651,0.9172222222222223,1385,475434
33x46,180,10,5,0,flex,0,True,True,True,True,True,True,1800,1291,0.7172222222222222,1291,402051
33x46,180,10,5,0,flex,0,True,True,True,True,True,False,1800,1297,0.7205555555555555,1083,355911
33x46,180,10,5,0.1,flex,0,True,True,True,True,True,True,1800,1418,0.7877777777777778,1418,419412
33x46,180,10,5,0.1,flex,0,True,True,True,True,True,False,1800,1397,0.7761111111111111,1190,403633
33x46,180,10,5,0.25,flex,0,True,True,True,True,True,True,1800,1676,0.9311111111111111,1676,502738
33x46,180,10,5,0.25,flex,0,True,True,True,True,True,False,1800,1634,0.9077777777777778,1345,530038
33x46,180,10,6,0,flex,0,True,True,True,True,True,True,1800,1310,0.7277777777777777,1310,411530
33x46,180,10,6,0,flex,0,True,True,True,True,True,False,1800,1266,0.7033333333333334,1073,417989
33x46,180,10,6,0.1,flex,0,True,True,True,True,True,True,1800,1428,0.7933333333333333,1428,417494
33x46,180,10,6,0.1,flex,0,True,True,True,True,True,False,1800,1367,0.7594444444444445,1184,393187
33x46,180,10,6,0.25,flex,0,True,True,True,True,True,True,1800,1666,0.9255555555555556,1666,514306
33x46,180,10,6,0.25,flex,0,True,True,True,True,True,False,1800,1659,0.9216666666666666,1387,489266
33x46,180,10,7,0,flex,0,True,True,True,True,True,True,1800,1321,0.7338888888888889,1321,369559
33x46,180,10,7,0,flex,0,True,True,True,True,True,False,1800,1297,0.7205555555555555,1098,363989
33x46,180,10,7,0.1,flex,0,True,True,True,True,True,True,1800,1460,0.8111111111111111,1460,404046
33x46,180,10,7,0.1,flex,0,True,True,True,True,True,False,1800,1434,0.7966666666666666,1256,399859
33x46,180,10,7,0.25,flex,0,True,True,True,True,True,True,1800,1706,0.9477777777777778,1706,491860
33x46,180,10,7,0.25,flex,0,True,True,True,True,True,False,1800,1660,0.9222222222222223,1413,494087
33x46,180,10,8,0,flex,0,True,True,True,True,True,True,1800,1296,0.72,1296,362433
33x46,180,10,8,0,flex,0,True,True,True,True,True,False,1800,1276,0.7088888888888889,1057,369682
33x46,180,10,8,0.1,flex,0,True,True,True,True,True,True,1800,1428,0.7933333333333333,1428,405009
33x46,180,10,8,0.1,flex,0,True,True,True,True,True,False,1800,1469,0.8161111111111111,1221,484380
33x46,180,10,8,0.25,flex,0,True,True,True,True,True,True,1800,1676,0.9311111111111111,1676,443132
33x46,180,10,8,0.25,flex,0,True,True,True,True,True,False,1800,1662,0.9233333333333333,1376,432520
33x46,180,10,9,0,flex,0,True,True,True,True,True,True,1800,1295,0.7194444444444444,1295,393654
33x46,180,10,9,0,flex,0,True,True,True,True,True,False,1800,1283,0.7127777777777777,1067,389301
33x46,180,10,9,0.1,flex,0,True,True,True,True,True,True,1800,1440,0.8,1440,405133
33x46,180,10,9,0.1,flex,0,True,True,True,True,True,False,1800,1409,0.7827777777777778,1208,333326
33x46,180,10,9,0.25,flex,0,True,True,True,True,True,True,1800,1713,0.9516666666666667,1713,482540
33x46,180,10,9,0.25,flex,0,True,True,True,True,True,False,1800,1592,0.8844444444444445,1228,443274
33x46,60,10,0,0,flex,0,True,True,True,True,True,True,600,512,0.8533333333333334,512,18966
33x46,60,10,0,0,flex,0,True,True,True,True,True,False,600,525,0.875,265,14013
33x46,60,10,0,0.1,flex,0,True,True,True,True,True,True,600,578,0.9633333333333334,578,24105
33x46,60,10,0,0.1,flex,0,True,True,True,True,True,False,600,586,0.9766666666666667,278,19072
33x46,60,10,0,0.25,flex,0,True,True,True,True,True,True,600,600,1.0,600,9790
33x46,60,10,0,0.25,flex,0,True,True,True,True,True,False,600,598,0.9966666666666667,247,13756
33x46,60,10,1,0,flex,0,True,True,True,True,True,True,600,520,0.8666666666666667,520,19471
33x46,60,10,1,0,flex,0,True,True,True,True,True,False,600,528,0.88,259,15928
33x46,60,10,1,0.1,flex,0,True,True,True,True,True,True,600,571,0.9516666666666667,571,24573
33x46,60,10,1,0.1,flex,0,True,True,True,True,True,False,600,582,0.97,289,18103
33x46,60,10,1,0.25,flex,0,True,True,True,True,True,True,600,598,0.9966666666666667,598,22836
33x46,60,10,1,0.25,flex,0,True,True,True,True,True,False,600,599,0.9983333333333333,242,21918
33x46,60,10,2,0,flex,0,True,True,True,True,True,True,600,527,0.8783333333333333,527,22069
33x46,60,10,2,0,flex,0,True,True,True,True,True,False,600,539,0.8983333333333333,266,13918
33x46,60,10,2,0.1,flex,0,True,True,True,True,True,True,600,575,0.9583333333333334,575,23366
33x46,60,10,2,0.1,flex,0,True,True,True,True,True,False,600,587,0.9783333333333334,256,18744
33x46,60,10,2,0.25,flex,0,True,True,True,True,True,True,600,597,0.995,597,25163
33x46,60,10,2,0.25,flex,0,True,True,True,True,True,False,600,598,0.9966666666666667,235,21177
33x46,60,10,3,0,flex,0,True,True,True,True,True,True,600,526,0.8766666666666667,526,19170
33x46,60,10,3,0,flex,0,True,True,True,True,True,False,600,534,0.89,228,16641
33x46,60,10,3,0.1,flex,0,True,True,True,True,True,True,600,580,0.9666666666666667,580,23784
33x46,60,10,3,0.1,flex,0,True,True,True,True,True,False,600,583,0.9716666666666667,238,24261
33x46,60,10,3,0.25,flex,0,True,True,True,True,True,True,600,597,0.995,597,22526
33x46,60,10,3,0.25,flex,0,True,True,True,True,True,False,600,599,0.9983333333333333,250,15305
33x46,60,10,4,0,flex,0,True,True,True,True,True,True,600,528,0.88,528,21708
33x46,60,10,4,0,flex,0,True,True,True,True,True,False,600,525,0.875,270,10775
33x46,60,10,4,0.1,flex,0,True,True,True,True,True,True,600,576,0.96,576,22946
33x46,60,10,4,0.1,flex,0,True,True,True,True,True,False,600,587,0.9783333333333334,273,21632
33x46,60,10,4,0.25,flex,0,True,True,True,True,True,True,600,599,0.9983333333333333,599,22890
33x46,60,10,4,0.25,flex,0,True,True,True,True,True,False,600,600,1.0,239,21776
33x46,60,10,5,0,flex,0,True,True,True,True,True,True,600,530,0.8833333333333333,530,19636
33x46,60,10,5,0,flex,0,True,True,True,True,True,False,600,533,0.8883333333333333,258,11677
33x46,60,10,5,0.1,flex,0,True,True,True,True,True,True,600,581,0.9683333333333334,581,21273
33x46,60,10,5,0.1,flex,0,True,True,True,True,True,False,600,583,0.9716666666666667,266,16254
33x46,60,10,5,0.25,flex,0,True,True,True,True,True,True,600,599,0.9983333333333333,599,22006
33x46,60,10,5,0.25,flex,0,True,True,True,True,True,False,600,600,1.0,229,17164
33x46,60,10,6,0,flex,0,True,True,True,True,True,True,600,524,0.8733333333333333,524,21374
33x46,60,10,6,0,flex,0,True,True,True,True,True,False,600,524,0.8733333333333333,256,12603
33x46,60,10,6,0.1,flex,0,True,True,True,True,True,True,600,569,0.9483333333333334,569,25067
33x46,60,10,6,0.1,flex,0,True,True,True,True,True,False,600,584,0.9733333333333334,277,18376
33x46,60,10,6,0.25,flex,0,True,True,True,True,True,True,600,599,0.9983333333333333,599,17236
33x46,60,10,6,0.25,flex,0,True,True,True,True,True,False,600,600,1.0,253,22527
33x46,60,10,7,0,flex,0,True,True,True,True,True,True,600,517,0.8616666666666667,517,19996
33x46,60,10,7,0,flex,0,True,True,True,True,True,False,600,525,0.875,261,12413
33x46,60,10,7,0.1,flex,0,True,True,True,True,True,True,600,582,0.97,582,21049
33x46,60,10,7,0.1,flex,0,True,True,True,True,True,False,600,583,0.9716666666666667,271,15250
33x46,60,10,7,0.25,flex,0,True,True,True,True,True,True,600,599,0.9983333333333333,599,24665
33x46,60,10,7,0.25,flex,0,True,True,True,True,True,False,600,595,0.9916666666666667,253,24546
33x46,60,10,8,0,flex,0,True,True,True,True,True,True,600,534,0.89,534,18962
33x46,60,10,8,0,flex,0,True,True,True,True,True,False,600,533,0.8883333333333333,272,12735
33x46,60,10,8,0.1,flex,0,True,True,True,True,True,True,600,583,0.9716666666666667,583,21818
33x46,60,10,8,0.1,flex,0,True,True,True,True,True,False,600,587,0.9783333333333334,269,18665
33x46,60,10,8,0.25,flex,0,True,True,True,True,True,True,600,598,0.9966666666666667,598,11577
33x46,60,10,8,0.25,flex,0,True,True,True,True,True,False,600,600,1.0,263,16938
33x46,60,10,9,0,flex,0,True,True,True,True,True,True,600,526,0.8766666666666667,526,20017
33x46,60,10,9,0,flex,0,True,True,True,True,True,False,600,539,0.8983333333333333,288,12924
33x46,60,10,9,0.1,flex,0,True,True,True,True,True,True,600,586,0.9766666666666667,586,21300
33x46,60,10,9,0.1,flex,0,True,True,True,True,True,False,600,584,0.9733333333333334,304,16489
33x46,60,10,9,0.25,flex,0,True,True,True,True,True,True,600,599,0.9983333333333333,599,17864
33x46,60,10,9,0.25,flex,0,True,True,True,True,True,False,600,600,1.0,274,16412
33x46,90,10,0,0,flex,0,True,True,True,True,True,True,900,731,0.8122222222222222,731,52121
33x46,90,10,0,0,flex,0,True,True,True,True,True,False,900,731,0.8122222222222222,469,43279
33x46,90,10,0,0.1,flex,0,True,True,True,True,True,True,900,813,0.9033333333333333,813,61469
33x46,90,10,0,0.1,flex,0,True,True,True,True,True,False,900,835,0.9277777777777778,511,51662
33x46,90,10,0,0.25,flex,0,True,True,True,True,True,True,900,894,0.9933333333333333,894,69471
33x46,90,10,0,0.25,flex,0,True,True,True,True,True,False,900,892,0.9911111111111112,489,30276
33x46,90,10,1,0,flex,0,True,True,True,True,True,True,900,744,0.8266666666666667,744,58626
33x46,90,10,1,0,flex,0,True,True,True,True,True,False,900,745,0.8277777777777777,471,40440
33x46,90,10,1,0.1,flex,0,True,True,True,True,True,True,900,848,0.9422222222222222,848,70643
33x46,90,10,1,0.1,flex,0,True,True,True,True,True,False,900,840,0.9333333333333333,501,55687
33x46,90,10,1,0.25,flex,0,True,True,True,True,True,True,900,893,0.9922222222222222,893,58861
33x46,90,10,1,0.25,flex,0,True,True,True,True,True,False,900,894,0.9933333333333333,493,67431
33x46,90,10,2,0,flex,0,True,True,True,True,True,True,900,749,0.8322222222222222,749,51548
33x46,90,10,2,0,flex,0,True,True,True,True,True,False,900,756,0.84,493,34813
33x46,90,10,2,0.1,flex,0,True,True,True,True,True,True,900,861,0.9566666666666667,861,65810
33x46,90,10,2,0.1,flex,0,True,True,True,True,True,False,900,837,0.93,493,49758
33x46,90,10,2,0.25,flex,0,True,True,True,True,True,True,900,895,0.9944444444444445,895,57892
33x46,90,10,2,0.25,flex,0,True,True,True,True,True,False,900,889,0.9877777777777778,447,57273
33x46,90,10,3,0,flex,0,True,True,True,True,True,True,900,743,0.8255555555555556,743,56401
33x46,90,10,3,0,flex,0,True,True,True,True,True,False,900,743,0.8255555555555556,450,44804
33x46,90,10,3,0.1,flex,0,True,True,True,True,True,True,900,822,0.9133333333333333,822,67663
33x46,90,10,3,0.1,flex,0,True,True,True,True,True,False,900,806,0.8955555555555555,485,58184
33x46,90,10,3,0.25,flex,0,True,True,True,True,True,True,900,893,0.9922222222222222,893,72954
33x46,90,10,3,0.25,flex,0,True,True,True,True,True,False,900,883,0.9811111111111112,479,59265
33x46,90,10,4,0,flex,0,True,True,True,True,True,True,900,728,0.8088888888888889,728,50398
33x46,90,10,4,0,flex,0,True,True,True,True,True,False,900,732,0.8133333333333334,501,35303
33x46,90,10,4,0.1,flex,0,True,True,True,True,True,True,900,829,0.9211111111111111,829,54028
33x46,90,10,4,0.1,flex,0,True,True,True,True,True,False,900,835,0.9277777777777778,496,57371
33x46,90,10,4,0.25,flex,0,True,True,True,True,True,True,900,896,0.9955555555555555,896,63208
33x46,90,10,4,0.25,flex,0,True,True,True,True,True,False,900,897,0.9966666666666667,506,54915
33x46,90,10,5,0,flex,0,True,True,True,True,True,True,900,729,0.81,729,55488
33x46,90,10,5,0,flex,0,True,True,True,True,True,False,900,739,0.8211111111111111,484,38349
33x46,90,10,5,0.1,flex,0,True,True,True,True,True,True,900,818,0.9088888888888889,818,57784
33x46,90,10,5,0.1,flex,0,True,True,True,True,True,False,900,838,0.9311111111111111,518,44644
33x46,90,10,5,0.25,flex,0,True,True,True,True,True,True,900,895,0.9944444444444445,895,48578
33x46,90,10,5,0.25,flex,0,True,True,True,True,True,False,900,896,0.9955555555555555,499,59199
33x46,90,10,6,0,flex,0,True,True,True,True,True,True,900,737,0.8188888888888889,737,58831
33x46,90,10,6,0,flex,0,True,True,True,True,True,False,900,755,0.8388888888888889,477,44576
33x46,90,10,6,0.1,flex,0,True,True,True,True,True,True,900,830,0.9222222222222223,830,63480
33x46,90,10,6,0.1,flex,0,True,True,True,True,True,False,900,829,0.9211111111111111,506,48919
33x46,90,10,6,0.25,flex,0,True,True,True,True,True,True,900,892,0.9911111111111112,892,73014
33x46,90,10,6,0.25,flex,0,True,True,True,True,True,False,900,893,0.9922222222222222,504,59104
33x46,90,10,7,0,flex,0,True,True,True,True,True,True,900,747,0.83,747,53473
33x46,90,10,7,0,flex,0,True,True,True,True,True,False,900,741,0.8233333333333334,487,37549
33x46,90,10,7,0.1,flex,0,True,True,True,True,True,True,900,825,0.9166666666666666,825,65527
33x46,90,10,7,0.1,flex,0,True,True,True,True,True,False,900,835,0.9277777777777778,528,48335
33x46,90,10,7,0.25,flex,0,True,True,True,True,True,True,900,894,0.9933333333333333,894,37448
33x46,90,10,7,0.25,flex,0,True,True,True,True,True,False,900,891,0.99,493,65934
33x46,90,10,8,0,flex,0,True,True,True,True,True,True,900,754,0.8377777777777777,754,54418
33x46,90,10,8,0,flex,0,True,True,True,True,True,False,900,745,0.8277777777777777,480,43969
33x46,90,10,8,0.1,flex,0,True,True,True,True,True,True,900,834,0.9266666666666666,834,63753
33x46,90,10,8,0.1,flex,0,True,True,True,True,True,False,900,846,0.94,519,49560
33x46,90,10,8,0.25,flex,0,True,True,True,True,True,True,900,893,0.9922222222222222,893,53862
33x46,90,10,8,0.25,flex,0,True,True,True,True,True,False,900,895,0.9944444444444445,511,52139
33x46,90,10,9,0,flex,0,True,True,True,True,True,True,900,748,0.8311111111111111,748,56351
33x46,90,10,9,0,flex,0,True,True,True,True,True,False,900,755,0.8388888888888889,479,41500
33x46,90,10,9,0.1,flex,0,True,True,True,True,True,True,900,844,0.9377777777777778,844,59478
33x46,90,10,9,0.1,flex,0,True,True,True,True,True,False,900,851,0.9455555555555556,517,54460
33x46,90,10,9,0.25,flex,0,True,True,True,True,True,True,900,892,0.9911111111111112,892,49008
33x46,90,10,9,0.25,flex,0,True,True,True,True,True,False,900,894,0.9933333333333333,505,56627
