size,agent,task_per_agent,phi,scheduler,bound,sort,mlabel,task_num,task_success,time_ms
33x46,60,5,-0.1,flex,True,True,True,300,299,46563
33x46,60,5,-0.1,flex,False,False,True,300,299,1553840
33x46,60,5,-0.25,flex,True,False,True,300,282,88951
33x46,60,5,-0.25,flex,True,True,True,300,282,43416
33x46,60,5,-0.25,flex,False,False,True,300,282,1191053
33x46,90,10,0,edf,True,False,True,900,893,11107
33x46,90,10,0,edf,True,True,True,900,893,10956
33x46,90,10,0,edf,False,False,True,900,893,11119
33x46,90,10,0.1,edf,True,False,True,900,898,9669
33x46,90,10,0.1,edf,True,True,True,900,898,9604
33x46,90,10,0.1,edf,False,False,True,900,898,9555
33x46,90,10,0.25,edf,True,False,True,900,899,10938
33x46,90,10,0.25,edf,True,True,True,900,899,10988
33x46,90,10,0.25,edf,False,False,True,900,899,11053
33x46,90,10,-0.1,edf,True,False,True,900,881,11772
33x46,90,10,-0.1,edf,True,True,True,900,881,11907
33x46,90,10,-0.1,edf,False,False,True,900,881,11692
33x46,90,10,-0.25,edf,True,False,True,900,859,9906
33x46,90,10,-0.25,edf,True,True,True,900,859,10061
33x46,90,10,-0.25,edf,False,False,True,900,859,9904
33x46,90,10,0,flex,True,False,True,900,704,-1
33x46,90,10,0,flex,True,True,True,900,896,1435017
33x46,90,10,0,flex,False,False,True,900,76,-1
33x46,90,10,0.1,flex,True,False,True,900,898,1828473
33x46,90,10,0.1,flex,True,True,True,900,898,1412469
33x46,90,10,0.1,flex,False,False,True,900,77,-1
33x46,90,10,0.25,flex,True,False,True,900,899,1562594
33x46,90,10,0.25,flex,True,True,True,900,899,1096173
33x46,90,10,0.25,flex,False,False,True,900,72,-1
33x46,90,10,-0.1,flex,True,False,True,900,714,-1
33x46,90,10,-0.1,flex,True,True,True,900,886,878693
33x46,90,10,-0.1,flex,False,False,True,900,76,-1
33x46,90,10,-0.25,flex,True,False,True,900,863,1728537
33x46,90,10,-0.25,flex,True,True,True,900,863,1113907
33x46,90,10,-0.25,flex,False,False,True,900,80,-1
33x46,90,2,0,edf,True,False,True,180,176,1271
33x46,90,2,0,edf,True,True,True,180,176,1269
33x46,90,2,0,edf,False,False,True,180,176,1267
33x46,90,2,0.1,edf,True,False,True,180,178,1291
33x46,90,2,0.1,edf,True,True,True,180,178,1277
33x46,90,2,0.1,edf,False,False,True,180,178,1269
33x46,90,2,0.25,edf,True,False,True,180,180,2021
33x46,90,2,0.25,edf,True,True,True,180,180,1318
33x46,90,2,0.25,edf,False,False,True,180,180,1357
33x46,90,2,-0.1,edf,True,False,True,180,164,1365
33x46,90,2,-0.1,edf,True,True,True,180,164,1389
33x46,90,2,-0.1,edf,False,False,True,180,164,1375
33x46,90,2,-0.25,edf,True,False,True,180,144,1127
33x46,90,2,-0.25,edf,True,True,True,180,144,1192
33x46,90,2,-0.25,edf,False,False,True,180,144,1159
33x46,90,2,0,flex,True,False,True,180,180,45496
33x46,90,2,0,flex,True,True,True,180,180,14248
33x46,90,2,0,flex,False,False,True,180,180,781667
33x46,90,2,0.1,flex,True,False,True,180,179,44001
33x46,90,2,0.1,flex,True,True,True,180,179,13608
33x46,90,2,0.1,flex,False,False,True,180,179,834139
33x46,90,2,0.25,flex,True,False,True,180,180,35359
33x46,90,2,0.25,flex,True,True,True,180,180,12273
33x46,90,2,0.25,flex,False,False,True,180,180,891023
33x46,90,2,-0.1,flex,True,False,True,180,169,41290
33x46,90,2,-0.1,flex,True,True,True,180,169,10695
33x46,90,2,-0.1,flex,False,False,True,180,169,563521
33x46,90,2,-0.25,flex,True,False,True,180,149,25298
33x46,90,2,-0.25,flex,True,True,True,180,149,7516
33x46,90,2,-0.25,flex,False,False,True,180,149,423202
33x46,90,5,0,edf,True,False,True,450,446,4435
33x46,90,5,0,edf,True,True,True,450,446,4566
33x46,90,5,0,edf,False,False,True,450,446,4456
33x46,90,5,0.1,edf,True,False,True,450,449,4431
33x46,90,5,0.1,edf,True,True,True,450,449,4383
33x46,90,5,0.1,edf,False,False,True,450,449,4439
33x46,90,5,0.25,edf,True,False,True,450,450,5169
33x46,90,5,0.25,edf,True,True,True,450,450,5226
33x46,90,5,0.25,edf,False,False,True,450,450,5167
33x46,90,5,-0.1,edf,True,False,True,450,440,4667
33x46,90,5,-0.1,edf,True,True,True,450,440,4636
33x46,90,5,-0.1,edf,False,False,True,450,440,4656
33x46,90,5,-0.25,edf,True,False,True,450,413,4235
33x46,90,5,-0.25,edf,True,True,True,450,413,4305
33x46,90,5,-0.25,edf,False,False,True,450,413,4441
33x46,90,5,0,flex,True,False,True,450,448,288141
33x46,90,5,0,flex,True,True,True,450,448,171117
33x46,90,5,0,flex,False,False,True,450,130,-1
33x46,90,5,0.1,flex,True,False,True,450,449,346898
33x46,90,5,0.1,flex,True,True,True,450,449,219109
33x46,90,5,0.1,flex,False,False,True,450,119,-1
33x46,90,5,0.25,flex,True,False,True,450,450,311928
33x46,90,5,0.25,flex,True,True,True,450,450,204574
33x46,90,5,0.25,flex,False,False,True,450,114,-1
33x46,90,5,-0.1,flex,True,False,True,450,444,512212
33x46,90,5,-0.1,flex,True,True,True,450,444,155999
33x46,90,5,-0.1,flex,False,False,True,450,146,-1
33x46,90,5,-0.25,flex,True,False,True,450,421,381795
33x46,90,5,-0.25,flex,True,True,True,450,421,162202
33x46,90,5,-0.25,flex,False,False,True,450,166,-1
