size,agent,task_per_agent,phi,scheduler,window,bound,sort,mlabel,skip,task_bound,reserve_all,task_num,task_success,success_rate,reserve,time_ms
33x46,120,10,0,edf,0,True,True,True,False,False,False,1200,1183.500000,0.986250,672.300000,14936.200000
33x46,120,10,0.1,edf,0,True,True,True,False,False,False,1200,1195.100000,0.995917,650.500000,13585.300000
33x46,120,10,0.25,edf,0,True,True,True,False,False,False,1200,1192.000000,0.993333,583.400000,13936.600000
33x46,120,10,-0.1,edf,0,True,True,True,False,False,False,1200,1172.400000,0.977000,691.700000,15797.600000
33x46,120,10,-0.25,edf,0,True,True,True,False,False,False,1200,1136.200000,0.946833,755.300000,15476.000000
33x46,120,10,0,flex,0,True,True,True,False,False,False,1200,1184.000000,0.986667,685.300000,2400487.800000
33x46,120,10,0,flex,0,True,True,True,False,True,True,1200,1194.700000,0.995583,1194.700000,1766901.200000
33x46,120,10,0,flex,0,True,True,True,True,True,True,1200,1194.600000,0.995500,1194.600000,484751.400000
33x46,120,10,0,flex,0,True,True,True,True,False,False,1200,1173.000000,0.977500,681.900000,541888.500000
33x46,120,10,0,flex,0,True,True,True,False,True,False,1200,1184.000000,0.986667,685.300000,1851153.400000
33x46,120,10,0,flex,0,True,True,True,True,True,False,1200,1175.100000,0.979250,676.900000,359086.500000
33x46,120,10,0.1,flex,0,True,True,True,False,False,False,1200,1191.200000,0.992667,649.200000,2545565.700000
33x46,120,10,0.1,flex,0,True,True,True,False,True,True,1200,1198.600000,0.998833,1198.600000,1754520.400000
33x46,120,10,0.1,flex,0,True,True,True,True,True,True,1200,1198.700000,0.998917,1198.700000,288850.200000
33x46,120,10,0.1,flex,0,True,True,True,True,False,False,1200,1196.600000,0.997167,640.100000,524079.200000
33x46,120,10,0.1,flex,0,True,True,True,False,True,False,1200,1191.200000,0.992667,649.200000,1784753.300000
33x46,120,10,0.1,flex,0,True,True,True,True,True,False,1200,1195.300000,0.996083,645.300000,346221.900000
33x46,120,10,0.25,flex,0,True,True,True,False,False,False,1200,1190.500000,0.992083,602.800000,2458411.400000
33x46,120,10,0.25,flex,0,True,True,True,False,True,True,1200,1199.600000,0.999667,1199.600000,1712968.600000
33x46,120,10,0.25,flex,0,True,True,True,True,True,True,1200,1199.800000,0.999833,1199.800000,309788.200000
33x46,120,10,0.25,flex,0,True,True,True,True,False,False,1200,1196.300000,0.996917,598.900000,413046.000000
33x46,120,10,0.25,flex,0,True,True,True,False,True,False,1200,1190.500000,0.992083,602.800000,1677880.000000
33x46,120,10,0.25,flex,0,True,True,True,True,True,False,1200,1194.400000,0.995333,601.700000,336212.200000
33x46,120,10,-0.1,flex,0,True,True,True,False,False,False,1200,1170.700000,0.975583,710.600000,2280549.400000
33x46,120,10,-0.1,flex,0,True,True,True,False,True,True,1200,1181.100000,0.984250,1181.100000,1799879.200000
33x46,120,10,-0.1,flex,0,True,True,True,True,True,True,1200,1181.100000,0.984250,1181.100000,381930.000000
33x46,120,10,-0.1,flex,0,True,True,True,True,False,False,1200,1172.100000,0.976750,704.200000,522604.100000
33x46,120,10,-0.1,flex,0,True,True,True,False,True,False,1200,1170.700000,0.975583,710.600000,1761575.400000
33x46,120,10,-0.1,flex,0,True,True,True,True,True,False,1200,1170.700000,0.975583,703.300000,399399.300000
33x46,120,10,-0.25,flex,0,True,True,True,False,False,False,1200,1132.300000,0.943583,763.200000,1540596.000000
33x46,120,10,-0.25,flex,0,True,True,True,False,True,True,1200,1135.000000,0.945833,1135.000000,1005092.700000
33x46,120,10,-0.25,flex,0,True,True,True,True,True,True,1200,1140.300000,0.950250,1140.300000,530290.000000
33x46,120,10,-0.25,flex,0,True,True,True,True,False,False,1200,1129.600000,0.941333,767.800000,735746.200000
33x46,120,10,-0.25,flex,0,True,True,True,False,True,False,1200,1132.300000,0.943583,763.200000,1176973.500000
33x46,120,10,-0.25,flex,0,True,True,True,True,True,False,1200,1132.400000,0.943667,765.900000,510078.300000
33x46,120,2,0,edf,0,True,True,True,False,False,False,240,230.100000,0.958750,118.600000,1783.900000
33x46,120,2,0.1,edf,0,True,True,True,False,False,False,240,236.800000,0.986667,118.800000,2022.400000
33x46,120,2,0.25,edf,0,True,True,True,False,False,False,240,239.600000,0.998333,102.800000,2026.400000
33x46,120,2,-0.1,edf,0,True,True,True,False,False,False,240,216.500000,0.902083,116.700000,1752.500000
33x46,120,2,-0.25,edf,0,True,True,True,False,False,False,240,188.500000,0.785417,96.100000,1473.500000
33x46,120,2,0,flex,0,True,True,True,False,False,False,240,237.000000,0.987500,129.700000,37838.600000
33x46,120,2,0,flex,0,True,True,True,False,True,True,240,236.200000,0.984167,236.200000,45972.100000
33x46,120,2,0,flex,0,True,True,True,True,True,True,240,236.100000,0.983750,236.100000,14065.200000
33x46,120,2,0,flex,0,True,True,True,True,False,False,240,237.400000,0.989167,128.800000,11301.600000
33x46,120,2,0,flex,0,True,True,True,False,True,False,240,237.000000,0.987500,129.700000,36556.400000
33x46,120,2,0,flex,0,True,True,True,True,True,False,240,237.400000,0.989167,128.000000,11139.500000
33x46,120,2,0.1,flex,0,True,True,True,False,False,False,240,239.600000,0.998333,121.400000,34932.100000
33x46,120,2,0.1,flex,0,True,True,True,False,True,True,240,239.600000,0.998333,239.600000,40884.000000
33x46,120,2,0.1,flex,0,True,True,True,True,True,True,240,239.500000,0.997917,239.500000,11728.100000
33x46,120,2,0.1,flex,0,True,True,True,True,False,False,240,239.500000,0.997917,122.800000,10272.400000
33x46,120,2,0.1,flex,0,True,True,True,False,True,False,240,239.600000,0.998333,121.400000,33195.600000
33x46,120,2,0.1,flex,0,True,True,True,True,True,False,240,239.500000,0.997917,122.800000,9858.100000
33x46,120,2,0.25,flex,0,True,True,True,False,False,False,240,240.000000,1.000000,103.100000,34302.700000
33x46,120,2,0.25,flex,0,True,True,True,False,True,True,240,240.000000,1.000000,240.000000,39527.600000
33x46,120,2,0.25,flex,0,True,True,True,True,True,True,240,240.000000,1.000000,240.000000,10735.400000
33x46,120,2,0.25,flex,0,True,True,True,True,False,False,240,239.900000,0.999583,106.500000,9059.100000
33x46,120,2,0.25,flex,0,True,True,True,False,True,False,240,240.000000,1.000000,103.100000,32750.200000
33x46,120,2,0.25,flex,0,True,True,True,True,True,False,240,239.900000,0.999583,105.700000,8982.100000
33x46,120,2,-0.1,flex,0,True,True,True,False,False,False,240,223.000000,0.929167,120.700000,27504.100000
33x46,120,2,-0.1,flex,0,True,True,True,False,True,True,240,222.700000,0.927917,222.700000,35723.600000
33x46,120,2,-0.1,flex,0,True,True,True,True,True,True,240,222.600000,0.927500,222.600000,10069.800000
33x46,120,2,-0.1,flex,0,True,True,True,True,False,False,240,223.000000,0.929167,118.200000,8059.100000
33x46,120,2,-0.1,flex,0,True,True,True,False,True,False,240,223.000000,0.929167,120.700000,27110.800000
33x46,120,2,-0.1,flex,0,True,True,True,True,True,False,240,223.000000,0.929167,117.600000,8174.800000
33x46,120,2,-0.25,flex,0,True,True,True,False,False,False,240,196.100000,0.817083,103.900000,18089.300000
33x46,120,2,-0.25,flex,0,True,True,True,False,True,True,240,194.100000,0.808750,194.100000,22765.500000
33x46,120,2,-0.25,flex,0,True,True,True,True,True,True,240,194.100000,0.808750,194.100000,7769.200000
33x46,120,2,-0.25,flex,0,True,True,True,True,False,False,240,195.900000,0.816250,99.300000,5881.900000
33x46,120,2,-0.25,flex,0,True,True,True,False,True,False,240,196.100000,0.817083,103.900000,18010.100000
33x46,120,2,-0.25,flex,0,True,True,True,True,True,False,240,195.900000,0.816250,99.400000,5799.300000
33x46,120,5,0,edf,0,True,True,True,False,False,False,600,589.000000,0.981667,328.900000,6191.200000
33x46,120,5,0.1,edf,0,True,True,True,False,False,False,600,595.700000,0.992833,316.600000,6081.200000
33x46,120,5,0.25,edf,0,True,True,True,False,False,False,600,599.300000,0.998833,281.500000,5545.700000
33x46,120,5,-0.1,edf,0,True,True,True,False,False,False,600,573.500000,0.955833,340.300000,6134.900000
33x46,120,5,-0.25,edf,0,True,True,True,False,False,False,600,547.200000,0.912000,342.700000,5907.300000
33x46,120,5,0,flex,0,True,True,True,False,False,False,600,592.800000,0.988000,351.200000,464739.200000
33x46,120,5,0,flex,0,True,True,True,False,True,True,600,595.900000,0.993167,595.900000,374859.600000
33x46,120,5,0,flex,0,True,True,True,True,True,True,600,595.900000,0.993167,595.900000,80458.700000
33x46,120,5,0,flex,0,True,True,True,True,False,False,600,594.200000,0.990333,345.500000,84678.200000
33x46,120,5,0,flex,0,True,True,True,False,True,False,600,592.800000,0.988000,351.200000,389815.000000
33x46,120,5,0,flex,0,True,True,True,True,True,False,600,594.000000,0.990000,347.600000,74821.400000
33x46,120,5,0.1,flex,0,True,True,True,False,False,False,600,597.600000,0.996000,326.000000,474425.600000
33x46,120,5,0.1,flex,0,True,True,True,False,True,True,600,599.400000,0.999000,599.400000,342276.900000
33x46,120,5,0.1,flex,0,True,True,True,True,True,True,600,599.300000,0.998833,599.300000,67313.300000
33x46,120,5,0.1,flex,0,True,True,True,True,False,False,600,599.500000,0.999167,327.500000,88446.500000
33x46,120,5,0.1,flex,0,True,True,True,False,True,False,600,597.600000,0.996000,326.000000,381699.300000
33x46,120,5,0.1,flex,0,True,True,True,True,True,False,600,599.500000,0.999167,328.400000,64218.200000
33x46,120,5,0.25,flex,0,True,True,True,False,False,False,600,597.300000,0.995500,292.200000,420389.300000
33x46,120,5,0.25,flex,0,True,True,True,False,True,True,600,600.000000,1.000000,600.000000,351183.800000
33x46,120,5,0.25,flex,0,True,True,True,True,True,True,600,599.900000,0.999833,599.900000,58277.000000
33x46,120,5,0.25,flex,0,True,True,True,True,False,False,600,599.200000,0.998667,292.700000,63771.000000
33x46,120,5,0.25,flex,0,True,True,True,False,True,False,600,597.300000,0.995500,292.200000,332745.100000
33x46,120,5,0.25,flex,0,True,True,True,True,True,False,600,598.600000,0.997667,291.500000,60091.800000
33x46,120,5,-0.1,flex,0,True,True,True,False,False,False,600,579.600000,0.966000,358.600000,393347.300000
33x46,120,5,-0.1,flex,0,True,True,True,False,True,True,600,580.800000,0.968000,580.800000,352739.300000
33x46,120,5,-0.1,flex,0,True,True,True,True,True,True,600,581.100000,0.968500,581.100000,56374.000000
33x46,120,5,-0.1,flex,0,True,True,True,True,False,False,600,580.600000,0.967667,352.300000,100607.100000
33x46,120,5,-0.1,flex,0,True,True,True,False,True,False,600,579.600000,0.966000,358.600000,331426.800000
33x46,120,5,-0.1,flex,0,True,True,True,True,True,False,600,581.200000,0.968667,346.900000,82788.600000
33x46,120,5,-0.25,flex,0,True,True,True,False,False,False,600,549.600000,0.916000,356.500000,333924.100000
33x46,120,5,-0.25,flex,0,True,True,True,False,True,True,600,548.600000,0.914333,548.600000,304280.000000
33x46,120,5,-0.25,flex,0,True,True,True,True,True,True,600,547.100000,0.911833,547.100000,89732.100000
33x46,120,5,-0.25,flex,0,True,True,True,True,False,False,600,548.000000,0.913333,352.900000,79982.400000
33x46,120,5,-0.25,flex,0,True,True,True,False,True,False,600,549.600000,0.916000,356.500000,295448.200000
33x46,120,5,-0.25,flex,0,True,True,True,True,True,False,600,548.000000,0.913333,353.700000,73005.700000
33x46,150,10,0,edf,0,True,True,True,False,False,False,1500,1469.100000,0.979400,952.100000,27015.900000
33x46,150,10,0.1,edf,0,True,True,True,False,False,False,1500,1482.700000,0.988467,908.300000,26101.000000
33x46,150,10,0.25,edf,0,True,True,True,False,False,False,1500,1476.900000,0.984600,829.700000,22893.000000
33x46,150,10,-0.1,edf,0,True,True,True,False,False,False,1500,1455.300000,0.970200,976.100000,31225.200000
33x46,150,10,-0.25,edf,0,True,True,True,False,False,False,1500,1408.700000,0.939133,1044.100000,27308.900000
33x46,150,10,0,flex,0,True,True,True,False,False,False,1500,1471.400000,0.980933,967.900000,5912585.900000
33x46,150,10,0,flex,0,True,True,True,False,True,True,1500,1491.600000,0.994400,1491.600000,3955941.200000
33x46,150,10,0,flex,0,True,True,True,True,True,True,1500,1492.200000,0.994800,1492.200000,562032.600000
33x46,150,10,0,flex,0,True,True,True,True,False,False,1500,1456.900000,0.971267,967.300000,834562.400000
33x46,150,10,0,flex,0,True,True,True,False,True,False,1500,1471.400000,0.980933,967.900000,4230090.500000
33x46,150,10,0,flex,0,True,True,True,True,True,False,1500,1457.700000,0.971800,966.500000,656333.100000
33x46,150,10,0.1,flex,0,True,True,True,False,False,False,1500,1481.300000,0.987533,928.200000,5330184.600000
33x46,150,10,0.1,flex,0,True,True,True,False,True,True,1500,1498.000000,0.998667,1498.000000,3531745.000000
33x46,150,10,0.1,flex,0,True,True,True,True,True,True,1500,1497.700000,0.998467,1497.700000,739153.200000
33x46,150,10,0.1,flex,0,True,True,True,True,False,False,1500,1484.700000,0.989800,916.800000,387819.300000
33x46,150,10,0.1,flex,0,True,True,True,False,True,False,1500,1481.300000,0.987533,928.200000,3672449.500000
33x46,150,10,0.1,flex,0,True,True,True,True,True,False,1500,1480.700000,0.987133,922.200000,370967.500000
33x46,150,10,0.25,flex,0,True,True,True,False,False,False,1500,1478.800000,0.985867,839.800000,5122441.800000
33x46,150,10,0.25,flex,0,True,True,True,False,True,True,1500,1499.400000,0.999600,1499.400000,3538210.200000
33x46,150,10,0.25,flex,0,True,True,True,True,True,True,1500,1499.600000,0.999733,1499.600000,681556.200000
33x46,150,10,0.25,flex,0,True,True,True,True,False,False,1500,1491.500000,0.994333,852.400000,573937.000000
33x46,150,10,0.25,flex,0,True,True,True,False,True,False,1500,1478.800000,0.985867,839.800000,3432011.800000
33x46,150,10,0.25,flex,0,True,True,True,True,True,False,1500,1495.600000,0.997067,849.000000,420803.500000
33x46,150,10,-0.1,flex,0,True,True,True,False,False,False,1500,1424.700000,0.949800,990.000000,4620882.100000
33x46,150,10,-0.1,flex,0,True,True,True,False,True,True,1500,1471.600000,0.981067,1471.600000,3753282.600000
33x46,150,10,-0.1,flex,0,True,True,True,True,True,True,1500,1471.500000,0.981000,1471.500000,569711.100000
33x46,150,10,-0.1,flex,0,True,True,True,True,False,False,1500,1448.300000,0.965533,996.700000,1502170.700000
33x46,150,10,-0.1,flex,0,True,True,True,False,True,False,1500,1424.700000,0.949800,990.000000,3644049.800000
33x46,150,10,-0.1,flex,0,True,True,True,True,True,False,1500,1453.100000,0.968733,1000.200000,1145941.300000
33x46,150,10,-0.25,flex,0,True,True,True,False,False,False,1500,1376.800000,0.917867,1052.400000,2469217.200000
33x46,150,10,-0.25,flex,0,True,True,True,False,True,True,1500,1396.000000,0.930667,1396.000000,1761456.200000
33x46,150,10,-0.25,flex,0,True,True,True,True,True,True,1500,1380.700000,0.920467,1380.700000,783220.800000
33x46,150,10,-0.25,flex,0,True,True,True,True,False,False,1500,1365.800000,0.910533,1054.000000,1052719.400000
33x46,150,10,-0.25,flex,0,True,True,True,False,True,False,1500,1376.800000,0.917867,1052.400000,1571604.700000
33x46,150,10,-0.25,flex,0,True,True,True,True,True,False,1500,1374.400000,0.916267,1053.300000,729001.800000
33x46,150,2,0,edf,0,True,True,True,False,False,False,300,284.000000,0.946667,162.100000,3988.900000
33x46,150,2,0.1,edf,0,True,True,True,False,False,False,300,295.000000,0.983333,165.100000,4069.100000
33x46,150,2,0.25,edf,0,True,True,True,False,False,False,300,299.300000,0.997667,146.800000,4006.100000
33x46,150,2,-0.1,edf,0,True,True,True,False,False,False,300,266.300000,0.887667,159.700000,3503.900000
33x46,150,2,-0.25,edf,0,True,True,True,False,False,False,300,232.900000,0.776333,130.500000,2943.500000
33x46,150,2,0,flex,0,True,True,True,False,False,False,300,293.000000,0.976667,179.800000,79887.800000
33x46,150,2,0,flex,0,True,True,True,False,True,True,300,293.000000,0.976667,293.000000,95401.300000
33x46,150,2,0,flex,0,True,True,True,True,True,True,300,293.100000,0.977000,293.100000,32249.400000
33x46,150,2,0,flex,0,True,True,True,True,False,False,300,293.600000,0.978667,180.000000,27886.800000
33x46,150,2,0,flex,0,True,True,True,False,True,False,300,293.000000,0.976667,179.800000,78366.500000
33x46,150,2,0,flex,0,True,True,True,True,True,False,300,293.600000,0.978667,179.400000,27473.300000
33x46,150,2,0.1,flex,0,True,True,True,False,False,False,300,297.600000,0.992000,172.500000,73888.000000
33x46,150,2,0.1,flex,0,True,True,True,False,True,True,300,299.000000,0.996667,299.000000,87421.400000
33x46,150,2,0.1,flex,0,True,True,True,True,True,True,300,299.000000,0.996667,299.000000,26122.900000
33x46,150,2,0.1,flex,0,True,True,True,True,False,False,300,298.500000,0.995000,170.600000,22378.200000
33x46,150,2,0.1,flex,0,True,True,True,False,True,False,300,297.600000,0.992000,172.500000,70448.100000
33x46,150,2,0.1,flex,0,True,True,True,True,True,False,300,298.500000,0.995000,171.200000,21916.800000
33x46,150,2,0.25,flex,0,True,True,True,False,False,False,300,299.200000,0.997333,148.700000,72674.400000
33x46,150,2,0.25,flex,0,True,True,True,False,True,True,300,300.000000,1.000000,300.000000,82833.400000
33x46,150,2,0.25,flex,0,True,True,True,True,True,True,300,300.000000,1.000000,300.000000,23550.100000
33x46,150,2,0.25,flex,0,True,True,True,True,False,False,300,299.300000,0.997667,151.300000,20575.500000
33x46,150,2,0.25,flex,0,True,True,True,False,True,False,300,299.200000,0.997333,148.700000,69831.500000
33x46,150,2,0.25,flex,0,True,True,True,True,True,False,300,299.400000,0.998000,152.800000,20542.300000
33x46,150,2,-0.1,flex,0,True,True,True,False,False,False,300,276.300000,0.921000,172.400000,56202.800000
33x46,150,2,-0.1,flex,0,True,True,True,False,True,True,300,275.500000,0.918333,275.500000,66857.700000
33x46,150,2,-0.1,flex,0,True,True,True,True,True,True,300,275.800000,0.919333,275.800000,21584.600000
33x46,150,2,-0.1,flex,0,True,True,True,True,False,False,300,277.800000,0.926000,176.900000,18529.600000
33x46,150,2,-0.1,flex,0,True,True,True,False,True,False,300,276.300000,0.921000,172.400000,55190.700000
33x46,150,2,-0.1,flex,0,True,True,True,True,True,False,300,277.800000,0.926000,177.000000,18336.000000
33x46,150,2,-0.25,flex,0,True,True,True,False,False,False,300,242.700000,0.809000,145.900000,35724.800000
33x46,150,2,-0.25,flex,0,True,True,True,False,True,True,300,241.800000,0.806000,241.800000,47206.600000
33x46,150,2,-0.25,flex,0,True,True,True,True,True,True,300,242.000000,0.806667,242.000000,17385.800000
33x46,150,2,-0.25,flex,0,True,True,True,True,False,False,300,243.400000,0.811333,145.500000,12973.000000
33x46,150,2,-0.25,flex,0,True,True,True,False,True,False,300,242.700000,0.809000,145.900000,35640.400000
33x46,150,2,-0.25,flex,0,True,True,True,True,True,False,300,243.400000,0.811333,145.500000,12885.500000
33x46,150,5,0,edf,0,True,True,True,False,False,False,750,731.800000,0.975733,464.400000,11464.600000
33x46,150,5,0.1,edf,0,True,True,True,False,False,False,750,740.000000,0.986667,442.600000,11197.400000
33x46,150,5,0.25,edf,0,True,True,True,False,False,False,750,747.800000,0.997067,419.600000,10559.000000
33x46,150,5,-0.1,edf,0,True,True,True,False,False,False,750,715.500000,0.954000,474.800000,12277.000000
33x46,150,5,-0.25,edf,0,True,True,True,False,False,False,750,679.400000,0.905867,473.900000,11687.900000
33x46,150,5,0,flex,0,True,True,True,False,False,False,750,739.600000,0.986133,493.400000,1011018.200000
33x46,150,5,0,flex,0,True,True,True,False,True,True,750,742.600000,0.990133,742.600000,774869.900000
33x46,150,5,0,flex,0,True,True,True,True,True,True,750,741.600000,0.988800,741.600000,144457.100000
33x46,150,5,0,flex,0,True,True,True,True,False,False,750,732.700000,0.976933,485.500000,174328.700000
33x46,150,5,0,flex,0,True,True,True,False,True,False,750,739.600000,0.986133,493.400000,802254.300000
33x46,150,5,0,flex,0,True,True,True,True,True,False,750,737.800000,0.983733,488.800000,145369.700000
33x46,150,5,0.1,flex,0,True,True,True,False,False,False,750,743.700000,0.991600,467.500000,917302.300000
33x46,150,5,0.1,flex,0,True,True,True,False,True,True,750,748.100000,0.997467,748.100000,751676.100000
33x46,150,5,0.1,flex,0,True,True,True,True,True,True,750,747.700000,0.996933,747.700000,99177.700000
33x46,150,5,0.1,flex,0,True,True,True,True,False,False,750,745.800000,0.994400,462.700000,175462.000000
33x46,150,5,0.1,flex,0,True,True,True,False,True,False,750,743.700000,0.991600,467.500000,729770.100000
33x46,150,5,0.1,flex,0,True,True,True,True,True,False,750,747.300000,0.996400,463.000000,153525.600000
33x46,150,5,0.25,flex,0,True,True,True,False,False,False,750,747.500000,0.996667,417.700000,894456.600000
33x46,150,5,0.25,flex,0,True,True,True,False,True,True,750,749.500000,0.999333,749.500000,732141.800000
33x46,150,5,0.25,flex,0,True,True,True,True,True,True,750,749.700000,0.999600,749.700000,132735.900000
33x46,150,5,0.25,flex,0,True,True,True,True,False,False,750,747.100000,0.996133,417.900000,127679.000000
33x46,150,5,0.25,flex,0,True,True,True,False,True,False,750,747.500000,0.996667,417.700000,696733.500000
33x46,150,5,0.25,flex,0,True,True,True,True,True,False,750,748.800000,0.998400,416.100000,111413.900000
33x46,150,5,-0.1,flex,0,True,True,True,False,False,False,750,719.300000,0.959067,499.600000,765242.300000
33x46,150,5,-0.1,flex,0,True,True,True,False,True,True,750,723.100000,0.964133,723.100000,698728.400000
33x46,150,5,-0.1,flex,0,True,True,True,True,True,True,750,723.200000,0.964267,723.200000,155185.000000
33x46,150,5,-0.1,flex,0,True,True,True,True,False,False,750,718.100000,0.957467,494.800000,172197.400000
33x46,150,5,-0.1,flex,0,True,True,True,False,True,False,750,719.300000,0.959067,499.600000,660829.600000
33x46,150,5,-0.1,flex,0,True,True,True,True,True,False,750,717.400000,0.956533,494.100000,154611.100000
33x46,150,5,-0.25,flex,0,True,True,True,False,False,False,750,674.400000,0.899200,492.700000,579293.600000
33x46,150,5,-0.25,flex,0,True,True,True,False,True,True,750,677.000000,0.902667,677.000000,589732.300000
33x46,150,5,-0.25,flex,0,True,True,True,True,True,True,750,676.300000,0.901733,676.300000,234096.600000
33x46,150,5,-0.25,flex,0,True,True,True,True,False,False,750,673.800000,0.898400,485.500000,207670.900000
33x46,150,5,-0.25,flex,0,True,True,True,False,True,False,750,674.400000,0.899200,492.700000,490974.000000
33x46,150,5,-0.25,flex,0,True,True,True,True,True,False,750,672.400000,0.896533,492.300000,167587.800000
33x46,180,10,0,edf,0,True,True,True,False,False,False,1800,1749.700000,0.972056,1233.500000,48836.900000
33x46,180,10,0,edf,0,True,True,True,True,True,False,1800,1749.700000,0.972056,1233.500000,50101.400000
33x46,180,10,0.1,edf,0,True,True,True,False,False,False,1800,1765.200000,0.980667,1196.600000,46066.200000
33x46,180,10,0.1,edf,0,True,True,True,True,True,False,1800,1765.200000,0.980667,1196.600000,47046.300000
33x46,180,10,0.25,edf,0,True,True,True,False,False,False,1800,1766.900000,0.981611,1111.400000,44375.100000
33x46,180,10,0.25,edf,0,True,True,True,True,True,False,1800,1766.900000,0.981611,1111.400000,45561.000000
33x46,180,10,-0.1,edf,0,True,True,True,False,False,False,1800,1716.500000,0.953611,1277.000000,52267.700000
33x46,180,10,-0.1,edf,0,True,True,True,True,True,False,1800,1716.500000,0.953611,1277.000000,53452.900000
33x46,180,10,-0.25,edf,0,True,True,True,False,False,False,1800,1659.500000,0.921944,1332.600000,47528.300000
33x46,180,10,-0.25,edf,0,True,True,True,True,True,False,1800,1659.500000,0.921944,1332.600000,48394.900000
33x46,180,10,0,flex,0,True,True,True,False,False,False,1800,1742.500000,0.968056,1278.800000,9515567.100000
33x46,180,10,0,flex,0,True,True,True,False,True,True,1800,1784.000000,0.991111,1784.000000,6636183.400000
33x46,180,10,0,flex,0,True,True,True,True,True,True,1800,1784.800000,0.991556,1784.800000,2067408.700000
33x46,180,10,0,flex,0,True,True,True,True,False,False,1800,1692.900000,0.940500,1233.800000,2524880.300000
33x46,180,10,0,flex,0,True,True,True,False,True,False,1800,1742.500000,0.968056,1278.800000,7274911.000000
33x46,180,10,0,flex,0,True,True,True,True,True,False,1800,1738.300000,0.965722,1258.300000,2244351.900000
33x46,180,10,0.1,flex,0,True,True,True,False,False,False,1800,1756.200000,0.975667,1214.500000,9677047.200000
33x46,180,10,0.1,flex,0,True,True,True,False,True,True,1800,1795.100000,0.997278,1795.100000,5799877.700000
33x46,180,10,0.1,flex,0,True,True,True,True,True,True,1800,1794.100000,0.996722,1794.100000,1733720.200000
33x46,180,10,0.1,flex,0,True,True,True,True,False,False,1800,1749.900000,0.972167,1216.100000,3088492.700000
33x46,180,10,0.1,flex,0,True,True,True,False,True,False,1800,1756.200000,0.975667,1214.500000,6708799.400000
33x46,180,10,0.1,flex,0,True,True,True,True,True,False,1800,1741.000000,0.967222,1208.400000,2056930.600000
33x46,180,10,0.25,flex,0,True,True,True,False,False,False,1800,1745.000000,0.969444,1114.900000,8809306.600000
33x46,180,10,0.25,flex,0,True,True,True,False,True,True,1800,1798.800000,0.999333,1798.800000,5639614.600000
33x46,180,10,0.25,flex,0,True,True,True,True,True,True,1800,1799.500000,0.999722,1799.500000,1846408.300000
33x46,180,10,0.25,flex,0,True,True,True,True,False,False,1800,1765.000000,0.980556,1120.400000,1666101.100000
33x46,180,10,0.25,flex,0,True,True,True,False,True,False,1800,1745.000000,0.969444,1114.900000,6121263.200000
33x46,180,10,0.25,flex,0,True,True,True,True,True,False,1800,1766.400000,0.981333,1118.100000,1404773.200000
33x46,180,10,-0.1,flex,0,True,True,True,False,False,False,1800,1709.400000,0.949667,1307.100000,9202058.400000
33x46,180,10,-0.1,flex,0,True,True,True,False,True,True,1800,1760.100000,0.977833,1760.100000,6329739.700000
33x46,180,10,-0.1,flex,0,True,True,True,True,True,True,1800,1760.300000,0.977944,1760.300000,1555253.100000
33x46,180,10,-0.1,flex,0,True,True,True,True,False,False,1800,1696.100000,0.942278,1274.000000,2467651.500000
33x46,180,10,-0.1,flex,0,True,True,True,False,True,False,1800,1709.400000,0.949667,1307.100000,7138853.300000
33x46,180,10,-0.1,flex,0,True,True,True,True,True,False,1800,1702.200000,0.945667,1290.000000,2299452.200000
33x46,180,10,-0.25,flex,0,True,True,True,False,False,False,1800,1594.000000,0.885556,1327.500000,3776175.300000
33x46,180,10,-0.25,flex,0,True,True,True,False,True,True,1800,1621.200000,0.900667,1621.200000,2356678.100000
33x46,180,10,-0.25,flex,0,True,True,True,True,True,True,1800,1612.900000,0.896056,1612.900000,1241048.800000
33x46,180,10,-0.25,flex,0,True,True,True,True,False,False,1800,1599.000000,0.888333,1323.700000,2024641.000000
33x46,180,10,-0.25,flex,0,True,True,True,False,True,False,1800,1594.000000,0.885556,1327.500000,2121768.200000
33x46,180,10,-0.25,flex,0,True,True,True,True,True,False,1800,1593.300000,0.885167,1334.300000,1401994.300000
33x46,180,2,0,edf,0,True,True,True,False,False,False,360,337.900000,0.938611,208.600000,6764.100000
33x46,180,2,0,edf,0,True,True,True,True,True,False,360,337.900000,0.938611,208.600000,7005.900000
33x46,180,2,0.1,edf,0,True,True,True,False,False,False,360,349.000000,0.969444,214.100000,7347.000000
33x46,180,2,0.1,edf,0,True,True,True,True,True,False,360,349.000000,0.969444,214.100000,7620.300000
33x46,180,2,0.25,edf,0,True,True,True,False,False,False,360,356.800000,0.991111,197.700000,6985.600000
33x46,180,2,0.25,edf,0,True,True,True,True,True,False,360,356.800000,0.991111,197.700000,7233.900000
33x46,180,2,-0.1,edf,0,True,True,True,False,False,False,360,315.200000,0.875556,198.000000,6371.800000
33x46,180,2,-0.1,edf,0,True,True,True,True,True,False,360,315.200000,0.875556,198.000000,6576.800000
33x46,180,2,-0.25,edf,0,True,True,True,False,False,False,360,273.400000,0.759444,166.800000,5714.200000
33x46,180,2,-0.25,edf,0,True,True,True,True,True,False,360,273.400000,0.759444,166.800000,5857.700000
33x46,180,2,0,flex,0,True,True,True,False,False,False,360,347.400000,0.965000,237.000000,149859.300000
