size,agent,task_per_agent,phi,scheduler,window,bound,sort,mlabel,reserve,task_num,task_success,time_ms
33x46,120,2,0,edf,0,True,True,True,True,240,227.200000,4466.000000
33x46,120,2,0.1,edf,0,True,True,True,False,240,235.600000,3697.800000
33x46,120,2,0.1,edf,0,True,True,True,True,240,234.400000,4703.000000
33x46,120,2,0.25,edf,0,True,True,True,False,240,239.400000,3789.600000
33x46,120,2,0.25,edf,0,True,True,True,True,240,239.400000,4697.600000
33x46,120,2,-0.1,edf,0,True,True,True,False,240,215.600000,3485.400000
33x46,120,2,-0.1,edf,0,True,True,True,True,240,213.600000,4052.600000
33x46,120,2,-0.25,edf,0,True,True,True,False,240,188.200000,3037.600000
33x46,120,2,-0.25,edf,0,True,True,True,True,240,187.800000,3839.600000
33x46,120,2,0,flex,0,True,True,True,False,240,236.400000,41877.200000
33x46,120,2,0,flex,0,True,True,True,True,240,235.400000,51841.400000
33x46,120,2,0,flex,20,True,True,True,False,240,231.800000,10770.800000
33x46,120,2,0,flex,20,True,True,True,True,240,230.600000,11724.200000
33x46,120,2,0.1,flex,0,True,True,True,False,240,239.600000,38220.800000
33x46,120,2,0.1,flex,0,True,True,True,True,240,239.600000,47589.800000
33x46,120,2,0.1,flex,20,True,True,True,False,240,238.000000,10003.200000
33x46,120,2,0.1,flex,20,True,True,True,True,240,235.600000,11447.400000
33x46,120,2,0.25,flex,0,True,True,True,False,240,240.000000,39680.000000
33x46,120,2,0.25,flex,0,True,True,True,True,240,240.000000,47944.800000
33x46,120,2,0.25,flex,20,True,True,True,False,240,240.000000,10129.200000
33x46,120,2,0.25,flex,20,True,True,True,True,240,239.600000,12107.200000
33x46,120,2,-0.1,flex,0,True,True,True,False,240,222.000000,30344.200000
33x46,120,2,-0.1,flex,0,True,True,True,True,240,221.600000,40770.800000
33x46,120,2,-0.1,flex,20,True,True,True,False,240,218.800000,8248.200000
33x46,120,2,-0.1,flex,20,True,True,True,True,240,217.600000,9592.800000
33x46,120,2,-0.25,flex,0,True,True,True,False,240,196.400000,21834.600000
33x46,120,2,-0.25,flex,0,True,True,True,True,240,193.600000,27558.400000
33x46,120,2,-0.25,flex,20,True,True,True,False,240,192.000000,6642.000000
33x46,120,2,-0.25,flex,20,True,True,True,True,240,189.800000,8261.200000
33x46,120,5,0,edf,0,True,True,True,False,600,588.400000,10632.800000
33x46,120,5,0,edf,0,True,True,True,True,600,589.000000,12414.400000
33x46,120,5,0.1,edf,0,True,True,True,False,600,596.200000,10874.200000
33x46,120,5,0.1,edf,0,True,True,True,True,600,595.800000,12776.800000
33x46,120,5,0.25,edf,0,True,True,True,False,600,599.200000,10870.600000
33x46,120,5,0.25,edf,0,True,True,True,True,600,599.400000,12222.600000
33x46,120,5,-0.1,edf,0,True,True,True,False,600,575.600000,10468.800000
33x46,120,5,-0.1,edf,0,True,True,True,True,600,573.800000,11593.400000
33x46,120,5,-0.25,edf,0,True,True,True,False,600,546.000000,9948.800000
33x46,120,5,-0.25,edf,0,True,True,True,True,600,543.800000,11085.200000
33x46,120,5,0,flex,0,True,True,True,False,600,596.000000,491017.600000
33x46,120,5,0,flex,0,True,True,True,True,600,596.600000,502808.200000
33x46,120,5,0,flex,20,True,True,True,False,600,591.800000,35869.800000
33x46,120,5,0,flex,20,True,True,True,True,600,591.400000,36679.400000
33x46,120,5,0.1,flex,0,True,True,True,False,600,595.400000,533143.600000
33x46,120,5,0.1,flex,0,True,True,True,True,600,599.600000,467044.800000
33x46,120,5,0.1,flex,20,True,True,True,False,600,594.200000,31125.600000
33x46,120,5,0.1,flex,20,True,True,True,True,600,596.400000,35835.400000
33x46,120,5,0.25,flex,0,True,True,True,False,600,594.800000,437298.400000
33x46,120,5,0.25,flex,0,True,True,True,True,600,600.000000,475402.200000
33x46,120,5,0.25,flex,20,True,True,True,False,600,599.600000,33495.000000
33x46,120,5,0.25,flex,20,True,True,True,True,600,599.800000,35061.600000
33x46,120,5,-0.1,flex,0,True,True,True,False,600,580.400000,399515.600000
33x46,120,5,-0.1,flex,0,True,True,True,True,600,581.600000,466952.000000
33x46,120,5,-0.1,flex,20,True,True,True,False,600,577.800000,32593.800000
33x46,120,5,-0.1,flex,20,True,True,True,True,600,576.800000,33403.600000
33x46,120,5,-0.25,flex,0,True,True,True,False,600,549.600000,328568.200000
33x46,120,5,-0.25,flex,0,True,True,True,True,600,545.600000,349688.400000
33x46,120,5,-0.25,flex,20,True,True,True,False,600,547.000000,28362.400000
33x46,120,5,-0.25,flex,20,True,True,True,True,600,547.800000,30760.800000
33x46,150,10,0,edf,0,True,True,True,False,1500,1475.400000,43754.000000
33x46,150,10,0,edf,0,True,True,True,True,1500,1481.600000,46972.800000
33x46,150,10,0.1,edf,0,True,True,True,False,1500,1483.000000,41896.400000
33x46,150,10,0.1,edf,0,True,True,True,True,1500,1491.400000,45381.800000
33x46,150,10,0.25,edf,0,True,True,True,False,1500,1479.600000,40071.200000
33x46,150,10,0.25,edf,0,True,True,True,True,1500,1498.400000,42573.400000
33x46,150,10,-0.1,edf,0,True,True,True,False,1500,1460.400000,44645.200000
33x46,150,10,-0.1,edf,0,True,True,True,True,1500,1462.800000,48800.800000
33x46,150,10,-0.25,edf,0,True,True,True,False,1500,1401.400000,44167.200000
33x46,150,10,-0.25,edf,0,True,True,True,True,1500,1425.800000,46072.200000
33x46,150,10,0,flex,0,True,True,True,False,1500,380.200000,-1.000000
33x46,150,10,0,flex,0,True,True,True,True,1500,388.400000,-1.000000
33x46,150,10,0,flex,20,True,True,True,False,1500,1474.000000,134763.800000
33x46,150,10,0,flex,20,True,True,True,True,1500,1482.200000,141786.000000
33x46,150,10,0.1,flex,0,True,True,True,False,1500,423.400000,-1.000000
33x46,150,10,0.1,flex,0,True,True,True,True,1500,398.400000,-1.000000
33x46,150,10,0.1,flex,20,True,True,True,False,1500,1480.800000,133705.600000
33x46,150,10,0.1,flex,20,True,True,True,True,1500,1492.600000,131548.200000
33x46,150,10,0.25,flex,0,True,True,True,False,1500,415.600000,-1.000000
33x46,150,10,0.25,flex,0,True,True,True,True,1500,390.800000,-1.000000
33x46,150,10,0.25,flex,20,True,True,True,False,1500,1474.200000,136825.000000
33x46,150,10,0.25,flex,20,True,True,True,True,1500,1498.800000,138341.000000
33x46,150,10,-0.1,flex,0,True,True,True,False,1500,517.200000,-1.000000
33x46,150,10,-0.1,flex,0,True,True,True,True,1500,479.400000,-1.000000
33x46,150,10,-0.1,flex,20,True,True,True,False,1500,1445.000000,121958.200000
33x46,150,10,-0.1,flex,20,True,True,True,True,1500,1465.800000,127179.600000
33x46,150,10,-0.25,flex,0,True,True,True,False,1500,755.800000,-1.000000
33x46,150,10,-0.25,flex,0,True,True,True,True,1500,610.400000,-1.000000
33x46,150,10,-0.25,flex,20,True,True,True,False,1500,1423.800000,106839.800000
33x46,150,10,-0.25,flex,20,True,True,True,True,1500,1429.200000,118848.400000
33x46,150,2,0,edf,0,True,True,True,False,300,283.800000,6742.400000
33x46,150,2,0,edf,0,True,True,True,True,300,282.800000,8153.200000
33x46,150,2,0.1,edf,0,True,True,True,False,300,293.400000,6786.000000
33x46,150,2,0.1,edf,0,True,True,True,True,300,291.000000,8311.200000
33x46,150,2,0.25,edf,0,True,True,True,False,300,299.400000,6752.200000
33x46,150,2,0.25,edf,0,True,True,True,True,300,299.600000,7700.800000
33x46,150,2,-0.1,edf,0,True,True,True,False,300,265.800000,6298.600000
33x46,150,2,-0.1,edf,0,True,True,True,True,300,264.200000,7204.800000
33x46,150,2,-0.25,edf,0,True,True,True,False,300,231.800000,5161.200000
33x46,150,2,-0.25,edf,0,True,True,True,True,300,231.000000,6355.200000
33x46,150,2,0,flex,0,True,True,True,False,300,291.800000,91486.600000
33x46,150,2,0,flex,0,True,True,True,True,300,292.200000,109585.000000
33x46,150,2,0,flex,20,True,True,True,False,300,286.400000,17987.000000
33x46,150,2,0,flex,20,True,True,True,True,300,284.800000,20739.000000
33x46,150,2,0.1,flex,0,True,True,True,False,300,297.600000,80861.800000
33x46,150,2,0.1,flex,0,True,True,True,True,300,299.000000,98033.200000
33x46,150,2,0.1,flex,20,True,True,True,False,300,294.400000,18350.400000
33x46,150,2,0.1,flex,20,True,True,True,True,300,293.400000,19445.800000
33x46,150,2,0.25,flex,0,True,True,True,False,300,298.400000,81319.000000
33x46,150,2,0.25,flex,0,True,True,True,True,300,300.000000,97753.400000
33x46,150,2,0.25,flex,20,True,True,True,False,300,299.200000,17803.800000
33x46,150,2,0.25,flex,20,True,True,True,True,300,299.400000,19668.800000
33x46,150,2,-0.1,flex,0,True,True,True,False,300,276.000000,62032.400000
33x46,150,2,-0.1,flex,0,True,True,True,True,300,274.800000,73320.800000
33x46,150,2,-0.1,flex,20,True,True,True,False,300,269.400000,14531.400000
33x46,150,2,-0.1,flex,20,True,True,True,True,300,267.200000,16948.800000
33x46,150,2,-0.25,flex,0,True,True,True,False,300,244.200000,41102.400000
33x46,150,2,-0.25,flex,0,True,True,True,True,300,242.000000,53628.000000
33x46,150,2,-0.25,flex,20,True,True,True,False,300,236.000000,11492.800000
33x46,150,2,-0.25,flex,20,True,True,True,True,300,234.000000,13269.000000
33x46,150,5,0,edf,0,True,True,True,False,750,732.200000,19371.200000
33x46,150,5,0,edf,0,True,True,True,True,750,731.000000,20665.400000
33x46,150,5,0.1,edf,0,True,True,True,False,750,742.600000,18677.600000
33x46,150,5,0.1,edf,0,True,True,True,True,750,743.000000,20238.000000
33x46,150,5,0.25,edf,0,True,True,True,False,750,747.800000,18720.200000
33x46,150,5,0.25,edf,0,True,True,True,True,750,748.400000,20999.600000
33x46,150,5,-0.1,edf,0,True,True,True,False,750,716.200000,18887.800000
33x46,150,5,-0.1,edf,0,True,True,True,True,750,714.000000,21591.000000
33x46,150,5,-0.25,edf,0,True,True,True,False,750,678.400000,18750.000000
33x46,150,5,-0.25,edf,0,True,True,True,True,750,678.000000,19924.200000
33x46,150,5,0,flex,0,True,True,True,False,750,739.800000,1154385.200000
33x46,150,5,0,flex,0,True,True,True,True,750,743.000000,1037123.400000
33x46,150,5,0,flex,20,True,True,True,False,750,730.600000,60085.200000
33x46,150,5,0,flex,20,True,True,True,True,750,733.800000,62860.000000
33x46,150,5,0.1,flex,0,True,True,True,False,750,743.800000,1049477.000000
33x46,150,5,0.1,flex,0,True,True,True,True,750,747.600000,1085195.400000
33x46,150,5,0.1,flex,20,True,True,True,False,750,741.200000,57216.000000
33x46,150,5,0.1,flex,20,True,True,True,True,750,744.000000,60077.800000
33x46,150,5,0.25,flex,0,True,True,True,False,750,748.200000,1015380.400000
33x46,150,5,0.25,flex,0,True,True,True,True,750,749.800000,1070280.200000
33x46,150,5,0.25,flex,20,True,True,True,False,750,748.200000,59915.000000
33x46,150,5,0.25,flex,20,True,True,True,True,750,748.800000,60387.200000
33x46,150,5,-0.1,flex,0,True,True,True,False,750,716.800000,795839.400000
33x46,150,5,-0.1,flex,0,True,True,True,True,750,721.800000,884580.600000
33x46,150,5,-0.1,flex,20,True,True,True,False,750,710.200000,54800.400000
33x46,150,5,-0.1,flex,20,True,True,True,True,750,718.400000,55911.200000
33x46,150,5,-0.25,flex,0,True,True,True,False,750,671.200000,608014.800000
33x46,150,5,-0.25,flex,0,True,True,True,True,750,676.800000,713935.800000
33x46,150,5,-0.25,flex,20,True,True,True,False,750,679.400000,47639.400000
33x46,150,5,-0.25,flex,20,True,True,True,True,750,681.000000,50475.000000
33x46,180,10,0,edf,0,True,True,True,False,1800,1760.400000,71749.800000
33x46,180,10,0,edf,0,True,True,True,True,1800,1771.200000,74803.800000
33x46,180,10,0.1,edf,0,True,True,True,False,1800,1763.400000,69241.400000
33x46,180,10,0.1,edf,0,True,True,True,True,1800,1787.000000,76700.000000
33x46,180,10,0.25,edf,0,True,True,True,False,1800,1771.400000,68324.600000
33x46,180,10,0.25,edf,0,True,True,True,True,1800,1797.000000,70914.000000
33x46,180,10,-0.1,edf,0,True,True,True,False,1800,1711.200000,76689.200000
33x46,180,10,-0.1,edf,0,True,True,True,True,1800,1747.800000,80573.800000
33x46,180,10,-0.25,edf,0,True,True,True,False,1800,1635.800000,73541.600000
33x46,180,10,-0.25,edf,0,True,True,True,True,1800,1702.800000,72545.000000
33x46,180,10,0,flex,0,True,True,True,False,1800,438.400000,-1.000000
33x46,180,10,0,flex,0,True,True,True,True,1800,432.800000,-1.000000
33x46,180,10,0,flex,20,True,True,True,False,1800,1728.600000,233064.200000
33x46,180,10,0,flex,20,True,True,True,True,1800,1776.200000,237355.600000
33x46,180,10,0.1,flex,0,True,True,True,False,1800,427.400000,-1.000000
33x46,180,10,0.1,flex,0,True,True,True,True,1800,453.600000,-1.000000
33x46,180,10,0.1,flex,20,True,True,True,False,1800,1777.000000,216283.600000
33x46,180,10,0.1,flex,20,True,True,True,True,1800,1786.800000,220103.200000
33x46,180,10,0.25,flex,0,True,True,True,False,1800,418.000000,-1.000000
33x46,180,10,0.25,flex,0,True,True,True,True,1800,358.400000,-1.000000
33x46,180,10,0.25,flex,20,True,True,True,False,1800,1769.400000,224464.000000
33x46,180,10,0.25,flex,20,True,True,True,True,1800,1796.000000,224505.800000
33x46,180,10,-0.1,flex,0,True,True,True,False,1800,455.000000,-1.000000
33x46,180,10,-0.1,flex,0,True,True,True,True,1800,429.000000,-1.000000
33x46,180,10,-0.1,flex,20,True,True,True,False,1800,1718.000000,207757.400000
33x46,180,10,-0.1,flex,20,True,True,True,True,1800,1751.000000,206364.400000
33x46,180,10,-0.25,flex,0,True,True,True,False,1800,565.000000,-1.000000
33x46,180,10,-0.25,flex,0,True,True,True,True,1800,436.200000,-1.000000
33x46,180,10,-0.25,flex,20,True,True,True,False,1800,1674.600000,165688.400000
33x46,180,10,-0.25,flex,20,True,True,True,True,1800,1700.200000,174686.600000
33x46,180,2,0,edf,0,True,True,True,False,360,338.200000,10867.200000
33x46,180,2,0,edf,0,True,True,True,True,360,336.600000,11995.400000
33x46,180,2,0.1,edf,0,True,True,True,False,360,350.000000,11029.000000
33x46,180,2,0.1,edf,0,True,True,True,True,360,348.400000,13760.000000
33x46,180,2,0.25,edf,0,True,True,True,False,360,358.200000,10755.000000
33x46,180,2,0.25,edf,0,True,True,True,True,360,358.400000,13477.000000
33x46,180,2,-0.1,edf,0,True,True,True,False,360,316.000000,10220.000000
33x46,180,2,-0.1,edf,0,True,True,True,True,360,313.000000,12436.800000
33x46,180,2,-0.25,edf,0,True,True,True,False,360,275.200000,9349.200000
33x46,180,2,-0.25,edf,0,True,True,True,True,360,273.200000,10151.800000
33x46,180,2,0,flex,0,True,True,True,False,360,345.800000,156369.800000
33x46,180,2,0,flex,0,True,True,True,True,360,348.200000,188408.200000
33x46,180,2,0,flex,20,True,True,True,False,360,340.200000,31480.400000
33x46,180,2,0,flex,20,True,True,True,True,360,338.400000,34958.200000
33x46,180,2,0.1,flex,0,True,True,True,False,360,356.600000,148643.200000
33x46,180,2,0.1,flex,0,True,True,True,True,360,356.000000,160068.600000
33x46,180,2,0.1,flex,20,True,True,True,False,360,350.600000,29979.800000
33x46,180,2,0.1,flex,20,True,True,True,True,360,350.600000,32373.400000
33x46,180,2,0.25,flex,0,True,True,True,False,360,359.600000,140829.000000
33x46,180,2,0.25,flex,0,True,True,True,True,360,359.800000,167709.800000
33x46,180,2,0.25,flex,20,True,True,True,False,360,359.400000,31691.600000
33x46,180,2,0.25,flex,20,True,True,True,True,360,358.200000,33959.600000
33x46,180,2,-0.1,flex,0,True,True,True,False,360,323.400000,103594.600000
33x46,180,2,-0.1,flex,0,True,True,True,True,360,323.200000,127949.200000
33x46,180,2,-0.1,flex,20,True,True,True,False,360,319.200000,23946.200000
33x46,180,2,-0.1,flex,20,True,True,True,True,360,317.400000,26344.000000
33x46,180,2,-0.25,flex,0,True,True,True,False,360,280.000000,74019.400000
33x46,180,2,-0.25,flex,0,True,True,True,True,360,284.400000,93389.400000
33x46,180,2,-0.25,flex,20,True,True,True,False,360,276.200000,19145.600000
33x46,180,2,-0.25,flex,20,True,True,True,True,360,276.800000,22110.000000
33x46,180,5,0,edf,0,True,True,True,False,900,863.400000,33210.000000
33x46,180,5,0,edf,0,True,True,True,True,900,875.400000,37600.000000
33x46,180,5,0.1,edf,0,True,True,True,False,900,878.600000,31095.600000
33x46,180,5,0.1,edf,0,True,True,True,True,900,887.400000,33289.400000
33x46,180,5,0.25,edf,0,True,True,True,False,900,896.400000,32237.600000
33x46,180,5,0.25,edf,0,True,True,True,True,900,897.400000,34235.800000
33x46,180,5,-0.1,edf,0,True,True,True,False,900,840.800000,33437.000000
33x46,180,5,-0.1,edf,0,True,True,True,True,900,851.200000,34812.600000
33x46,180,5,-0.25,edf,0,True,True,True,False,900,802.800000,30919.600000
33x46,180,5,-0.25,edf,0,True,True,True,True,900,808.200000,32092.600000
33x46,180,5,0,flex,0,True,True,True,False,900,733.600000,623278.600000
33x46,180,5,0,flex,0,True,True,True,True,900,798.400000,880879.200000
33x46,180,5,0,flex,20,True,True,True,False,900,869.000000,98701.200000
33x46,180,5,0,flex,20,True,True,True,True,900,875.200000,103139.800000
33x46,180,5,0.1,flex,0,True,True,True,False,900,785.800000,808917.800000
33x46,180,5,0.1,flex,0,True,True,True,True,900,792.400000,792059.200000
33x46,180,5,0.1,flex,20,True,True,True,False,900,885.400000,95471.400000
33x46,180,5,0.1,flex,20,True,True,True,True,900,887.600000,100458.000000
33x46,180,5,0.25,flex,0,True,True,True,False,900,829.200000,1150274.800000
33x46,180,5,0.25,flex,0,True,True,True,True,900,832.200000,1141642.800000
33x46,180,5,0.25,flex,20,True,True,True,False,900,896.600000,101147.000000
33x46,180,5,0.25,flex,20,True,True,True,True,900,897.400000,105597.200000
33x46,180,5,-0.1,flex,0,True,True,True,False,900,790.800000,805278.200000
33x46,180,5,-0.1,flex,0,True,True,True,True,900,812.600000,735182.200000
33x46,180,5,-0.1,flex,20,True,True,True,False,900,835.000000,88638.400000
33x46,180,5,-0.1,flex,20,True,True,True,True,900,853.600000,90849.000000
33x46,180,5,-0.25,flex,0,True,True,True,False,900,774.800000,1064299.000000
33x46,180,5,-0.25,flex,0,True,True,True,True,900,799.000000,1046239.600000
33x46,180,5,-0.25,flex,20,True,True,True,False,900,804.000000,74228.600000
33x46,180,5,-0.25,flex,20,True,True,True,True,900,812.000000,77921.600000
33x46,60,10,0,edf,0,True,True,True,False,600,596.800000,4549.200000
33x46,60,10,0,edf,0,True,True,True,True,600,596.200000,5608.800000
33x46,60,10,0.1,edf,0,True,True,True,False,600,595.600000,4206.400000
33x46,60,10,0.1,edf,0,True,True,True,True,600,599.000000,5389.400000
33x46,60,10,0.25,edf,0,True,True,True,False,600,599.400000,4465.200000
33x46,60,10,0.25,edf,0,True,True,True,True,600,600.000000,5327.600000
33x46,60,10,-0.1,edf,0,True,True,True,False,600,588.600000,4404.000000
33x46,60,10,-0.1,edf,0,True,True,True,True,600,588.600000,5325.600000
33x46,60,10,-0.25,edf,0,True,True,True,False,600,574.200000,4360.800000
33x46,60,10,-0.25,edf,0,True,True,True,True,600,573.800000,5783.000000
33x46,60,10,0,flex,0,True,True,True,False,600,598.800000,322494.800000
33x46,60,10,0,flex,0,True,True,True,True,600,599.000000,344278.800000
33x46,60,10,0,flex,20,True,True,True,False,600,598.400000,17262.800000
33x46,60,10,0,flex,20,True,True,True,True,600,598.000000,21014.800000
33x46,60,10,0.1,flex,0,True,True,True,False,600,599.000000,282591.800000
33x46,60,10,0.1,flex,0,True,True,True,True,600,599.800000,323921.400000
33x46,60,10,0.1,flex,20,True,True,True,False,600,598.600000,17186.600000
33x46,60,10,0.1,flex,20,True,True,True,True,600,599.600000,20527.600000
33x46,60,10,0.25,flex,0,True,True,True,False,600,600.000000,278197.000000
33x46,60,10,0.25,flex,0,True,True,True,True,600,600.000000,303290.400000
33x46,60,10,0.25,flex,20,True,True,True,False,600,600.000000,16061.400000
33x46,60,10,0.25,flex,20,True,True,True,True,600,600.000000,19353.400000
33x46,60,10,-0.1,flex,0,True,True,True,False,600,591.200000,317723.400000
33x46,60,10,-0.1,flex,0,True,True,True,True,600,591.200000,337277.800000
33x46,60,10,-0.1,flex,20,True,True,True,False,600,587.600000,17120.400000
33x46,60,10,-0.1,flex,20,True,True,True,True,600,590.400000,20903.600000
33x46,60,10,-0.25,flex,0,True,True,True,False,600,577.600000,248874.200000
33x46,60,10,-0.25,flex,0,True,True,True,True,600,574.800000,291025.800000
33x46,60,10,-0.25,flex,20,True,True,True,False,600,576.800000,17951.000000
33x46,60,10,-0.25,flex,20,True,True,True,True,600,576.400000,19350.400000
33x46,60,2,0,edf,0,True,True,True,False,120,117.600000,627.600000
33x46,60,2,0,edf,0,True,True,True,True,120,117.200000,829.200000
33x46,60,2,0.1,edf,0,True,True,True,False,120,119.800000,644.000000
33x46,60,2,0.1,edf,0,True,True,True,True,120,119.600000,873.600000
33x46,60,2,0.25,edf,0,True,True,True,False,120,120.000000,593.600000
33x46,60,2,0.25,edf,0,True,True,True,True,120,120.000000,852.000000
33x46,60,2,-0.1,edf,0,True,True,True,False,120,109.200000,560.800000
33x46,60,2,-0.1,edf,0,True,True,True,True,120,108.000000,736.200000
33x46,60,2,-0.25,edf,0,True,True,True,False,120,97.400000,523.600000
33x46,60,2,-0.25,edf,0,True,True,True,True,120,96.200000,659.200000
33x46,60,2,0,flex,0,True,True,True,False,120,119.800000,4869.800000
33x46,60,2,0,flex,0,True,True,True,True,120,119.600000,6823.400000
33x46,60,2,0,flex,20,True,True,True,False,120,119.200000,1971.400000
33x46,60,2,0,flex,20,True,True,True,True,120,118.600000,2663.400000
33x46,60,2,0.1,flex,0,True,True,True,False,120,119.800000,4639.000000
33x46,60,2,0.1,flex,0,True,True,True,True,120,119.800000,6765.600000
33x46,60,2,0.1,flex,20,True,True,True,False,120,119.800000,1946.200000
33x46,60,2,0.1,flex,20,True,True,True,True,120,119.600000,2412.800000
33x46,60,2,0.25,flex,0,True,True,True,False,120,120.000000,4545.600000
33x46,60,2,0.25,flex,0,True,True,True,True,120,120.000000,6038.400000
33x46,60,2,0.25,flex,20,True,True,True,False,120,120.000000,1802.200000
33x46,60,2,0.25,flex,20,True,True,True,True,120,120.000000,2486.800000
33x46,60,2,-0.1,flex,0,True,True,True,False,120,112.600000,3984.800000
33x46,60,2,-0.1,flex,0,True,True,True,True,120,112.200000,6071.200000
33x46,60,2,-0.1,flex,20,True,True,True,False,120,111.400000,1684.400000
33x46,60,2,-0.1,flex,20,True,True,True,True,120,111.000000,2341.800000
33x46,60,2,-0.25,flex,0,True,True,True,False,120,98.200000,2664.200000
33x46,60,2,-0.25,flex,0,True,True,True,True,120,98.200000,3795.600000
33x46,60,2,-0.25,flex,20,True,True,True,False,120,98.600000,1428.400000
33x46,60,2,-0.25,flex,20,True,True,True,True,120,98.200000,1879.400000
33x46,60,5,0,edf,0,True,True,True,False,300,296.400000,2025.600000
33x46,60,5,0,edf,0,True,True,True,True,300,296.400000,2779.000000
33x46,60,5,0.1,edf,0,True,True,True,False,300,299.400000,2242.400000
33x46,60,5,0.1,edf,0,True,True,True,True,300,299.200000,2802.400000
33x46,60,5,0.25,edf,0,True,True,True,False,300,300.000000,2093.200000
33x46,60,5,0.25,edf,0,True,True,True,True,300,300.000000,2355.400000
33x46,60,5,-0.1,edf,0,True,True,True,False,300,290.400000,2035.800000
33x46,60,5,-0.1,edf,0,True,True,True,True,300,290.200000,2611.400000
33x46,60,5,-0.25,edf,0,True,True,True,False,300,276.600000,1729.400000
33x46,60,5,-0.25,edf,0,True,True,True,True,300,275.400000,2355.200000
33x46,60,5,0,flex,0,True,True,True,False,300,299.200000,55186.600000
33x46,60,5,0,flex,0,True,True,True,True,300,299.200000,68643.000000
33x46,60,5,0,flex,20,True,True,True,False,300,299.000000,7903.600000
33x46,60,5,0,flex,20,True,True,True,True,300,298.000000,8982.200000
33x46,60,5,0.1,flex,0,True,True,True,False,300,300.000000,55709.000000
33x46,60,5,0.1,flex,0,True,True,True,True,300,300.000000,64346.200000
33x46,60,5,0.1,flex,20,True,True,True,False,300,299.800000,7196.000000
33x46,60,5,0.1,flex,20,True,True,True,True,300,299.800000,8498.200000
33x46,60,5,0.25,flex,0,True,True,True,False,300,300.000000,54269.600000
33x46,60,5,0.25,flex,0,True,True,True,True,300,300.000000,64337.000000
33x46,60,5,0.25,flex,20,True,True,True,False,300,299.800000,6977.800000
33x46,60,5,0.25,flex,20,True,True,True,True,300,300.000000,8022.200000
33x46,60,5,-0.1,flex,0,True,True,True,False,300,292.400000,50417.200000
33x46,60,5,-0.1,flex,0,True,True,True,True,300,292.600000,69061.000000
33x46,60,5,-0.1,flex,20,True,True,True,False,300,292.200000,6851.800000
33x46,60,5,-0.1,flex,20,True,True,True,True,300,291.000000,8724.400000
33x46,60,5,-0.25,flex,0,True,True,True,False,300,277.200000,39654.600000
33x46,60,5,-0.25,flex,0,True,True,True,True,300,276.000000,51565.200000
33x46,60,5,-0.25,flex,20,True,True,True,False,300,278.000000,6469.800000
33x46,60,5,-0.25,flex,20,True,True,True,True,300,275.600000,7861.000000
33x46,90,10,0,edf,0,True,True,True,False,900,892.800000,13135.800000
